Date,AAPL,ADBE,AMZN,BAC,DIS,FB,GOOGL,HD,JNJ,JPM,MA,MSFT,NVDA,PG,PYPL,TSLA,UNH,V,VZ,WMT
2020-10-14,120.98127746582031,506.30999755859375,3363.7099609375,23.473697662353516,126.58999633789062,271.82000732421875,1563.43994140625,285.5331115722656,147.0780029296875,100.22000122070312,342.70001220703125,220.2832794189453,563.6434936523438,143.24462890625,203.60000610351562,461.29998779296875,320.6961975097656,201.8957977294922,58.43000030517578,143.415771484375
2020-10-15,120.50210571289062,501.1499938964844,3338.64990234375,24.00041389465332,127.36000061035156,266.7200012207031,1555.469970703125,285.9806823730469,146.1742706298828,101.72000122070312,338.57000732421875,219.08642578125,558.6349487304688,143.03579711914062,203.13999938964844,448.8800048828125,323.4064636230469,199.24978637695312,58.15999984741211,144.0036163330078
2020-10-16,118.81501007080078,502.82000732421875,3272.7099609375,24.089855194091797,126.80999755859375,265.92999267578125,1567.699951171875,286.1000061035156,147.0780029296875,101.51000213623047,339.3999938964844,219.08642578125,552.296875,143.5926971435547,204.4499969482422,439.6700134277344,328.7173156738281,199.95870971679688,58.04999923706055,144.18296813964844
2020-10-19,115.7802505493164,495.20001220703125,3207.2099609375,23.573076248168945,124.2300033569336,261.3999938964844,1529.949951171875,282.19134521484375,143.32408142089844,99.80000305175781,331.6700134277344,213.66062927246094,539.75048828125,141.12640380859375,200.05999755859375,430.8299865722656,323.0577087402344,196.6736602783203,57.29999923706055,142.4293670654297
2020-10-20,117.3076171875,494.5799865722656,3217.010009765625,23.990474700927734,124.94999694824219,267.55999755859375,1551.0799560546875,284.4888000488281,143.552490234375,100.37000274658203,331.7200012207031,214.08949279785156,545.6588134765625,141.6932373046875,201.9600067138672,421.94000244140625,322.2506103515625,197.40255737304688,57.25,143.3759002685547
2020-10-21,116.6687240600586,495.9599914550781,3184.93994140625,23.901031494140625,126.62999725341797,278.7300109863281,1585.989990234375,282.96710205078125,142.936767578125,99.37000274658203,333.4200134277344,214.23912048339844,540.8302001953125,142.45899963378906,213.07000732421875,422.6400146484375,321.6328430175781,198.13145446777344,56.75,143.87408447265625
2020-10-22,115.55064392089844,483.6000061035156,3176.39990234375,24.715953826904297,127.55999755859375,278.1199951171875,1606.6600341796875,279.6352844238281,144.07884216308594,102.87999725341797,333.6000061035156,214.32887268066406,534.2821655273438,141.4499969482422,203.92999267578125,425.7900085449219,324.5622863769531,197.692138671875,57.33000183105469,143.02719116210938
2020-10-23,114.84187316894531,488.5,3204.39990234375,24.74576759338379,128.35000610351562,284.7900085449219,1632.97998046875,281.4653015136719,144.23773193359375,103.80999755859375,329.6099853515625,215.66537475585938,543.449462890625,142.3800048828125,203.0399932861328,420.6300048828125,329.4148254394531,197.71209716796875,57.959999084472656,143.3260955810547
2020-10-26,114.85185241699219,475.20001220703125,3207.0400390625,24.387998580932617,124.05999755859375,277.1099853515625,1584.2900390625,274.54302978515625,142.97650146484375,101.23999786376953,318.05999755859375,209.53143310546875,525.4947509765625,141.3000030517578,197.22000122070312,420.2799987792969,321.90185546875,192.779541015625,57.810001373291016,141.6422576904297
2020-10-27,116.39917755126953,478.55999755859375,3286.330078125,23.702272415161133,123.30999755859375,283.2900085449219,1598.8800048828125,275.33868408203125,142.16213989257812,99.33000183105469,317.1099853515625,212.6931610107422,535.7117309570312,142.36000061035156,200.42999267578125,424.67999267578125,319.3609924316406,189.77406311035156,57.380001068115234,142.3496551513672
2020-10-28,111.00847625732422,456.9700012207031,3162.780029296875,23.32462501525879,118.47000122070312,267.6700134277344,1510.800048828125,268.2572937011719,137.40521240234375,96.54000091552734,291.3800048828125,202.1507568359375,504.9308166503906,137.66000366210938,192.30999755859375,406.0199890136719,306.8958435058594,180.59788513183594,56.310001373291016,139.52996826171875
2020-10-29,115.12138366699219,461.1099853515625,3211.010009765625,23.394193649291992,121.54000091552734,280.8299865722656,1556.8800048828125,268.16778564453125,136.2432861328125,97.16999816894531,293.17999267578125,204.1854248046875,520.80615234375,137.57000732421875,195.0399932861328,410.8299865722656,302.59130859375,184.59185791015625,56.7599983215332,139.410400390625
2020-10-30,108.67251586914062,447.1000061035156,3036.14990234375,23.55320167541504,121.25,263.1099853515625,1616.1099853515625,265.26361083984375,136.16383361816406,98.04000091552734,288.6400146484375,201.94131469726562,501.2119140625,137.10000610351562,186.1300048828125,388.0400085449219,304.0461120605469,181.43663024902344,56.9900016784668,138.2446746826172
2020-11-02,108.5826644897461,444.94000244140625,3004.47998046875,23.93084716796875,120.12999725341797,261.3599853515625,1624.3199462890625,269.2717590332031,137.73292541503906,100.25,289.9700012207031,201.80166625976562,503.0813903808594,138.5,187.75999450683594,400.510009765625,310.98114013671875,184.46206665039062,57.70000076293945,139.88865661621094
2020-11-03,110.24979400634766,454.0199890136719,3048.409912109375,24.53706932067871,124.0199966430664,265.29998779296875,1645.6600341796875,275.8658142089844,137.5442352294922,103.41000366210938,295.3900146484375,205.89096069335938,520.626220703125,141.22000122070312,179.80999755859375,423.8999938964844,320.197998046875,188.056640625,57.75,142.25999450683594
2020-11-04,114.75202178955078,487.2300109863281,3241.159912109375,23.5333251953125,125.06999969482422,287.3800048828125,1745.8499755859375,281.1867980957031,138.43801879882812,100.25,307.20001220703125,215.824951171875,551.6070556640625,140.63999938964844,194.2899932861328,420.9800109863281,353.2889404296875,193.6781768798828,57.220001220703125,141.44297790527344
2020-11-05,118.82499694824219,496.4700012207031,3322.0,24.457565307617188,126.95999908447266,294.67999267578125,1762.5,284.2998352050781,138.79554748535156,104.3499984741211,316.5299987792969,222.70693969726562,566.2327270507812,142.3800048828125,204.55999755859375,438.0899963378906,353.1294860839844,197.3426513671875,58.150001525878906,142.94747924804688
2020-11-06,118.69000244140625,494.6300048828125,3311.3701171875,24.159421920776367,127.45999908447266,293.4100036621094,1759.72998046875,282.69854736328125,141.2683563232422,102.95999908447266,313.6400146484375,223.1358184814453,582.3079223632812,143.22999572753906,202.72999572753906,429.95001220703125,346.2143859863281,198.17140197753906,58.529998779296875,145.23910522460938
2020-11-09,116.31999969482422,471.1400146484375,3143.739990234375,27.58805274963379,142.58999633789062,278.7699890136719,1761.4200439453125,268.5059509277344,145.07192993164062,116.9000015258789,344.55999755859375,217.81973266601562,545.0689697265625,137.99000549316406,184.72000122070312,421.260009765625,348.7452697753906,212.36001586914062,59.84000015258789,143.0172119140625
2020-11-10,115.97000122070312,452.0,3035.02001953125,27.488672256469727,142.11000061035156,272.42999267578125,1737.719970703125,274.0755920410156,147.25674438476562,116.5199966430664,334.7799987792969,210.45899963378906,510.6491394042969,140.25999450683594,183.36000061035156,410.3599853515625,352.42205810546875,212.98907470703125,61.099998474121094,145.0298614501953
2020-11-11,119.48999786376953,467.75,3137.389892578125,27.170654296875,137.82000732421875,276.4800109863281,1747.22998046875,276.2437438964844,146.78005981445312,114.77999877929688,332.3900146484375,215.9845428466797,536.5614624023438,142.07000732421875,192.33999633789062,417.1300048828125,350.439208984375,212.37998962402344,61.0,147.44105529785156
2020-11-12,119.20999908447266,462.5799865722656,3110.280029296875,26.524681091308594,135.52000427246094,275.0799865722656,1742.8199462890625,274.741943359375,147.276611328125,113.37000274658203,328.2900085449219,214.87744140625,538.1110229492188,142.14999389648438,189.10000610351562,411.760009765625,353.13946533203125,208.25999450683594,60.790000915527344,147.6901397705078
2020-11-13,119.26000213623047,469.3399963378906,3128.81005859375,26.832759857177734,138.36000061035156,276.95001220703125,1772.260009765625,275.66693115234375,148.86557006835938,114.08000183105469,335.0299987792969,215.94464111328125,531.722900390625,144.27999877929688,188.6199951171875,408.5,354.39495849609375,210.47999572753906,61.060001373291016,149.99172973632812
2020-11-16,120.30000305175781,460.95001220703125,3131.06005859375,27.409168243408203,144.6699981689453,278.9599914550781,1774.030029296875,278.05389404296875,149.80902099609375,117.30000305175781,335.45001220703125,216.6627655029297,540.4503173828125,142.42999267578125,191.94000244140625,408.0899963378906,355.54083251953125,212.6999969482422,60.88999938964844,151.8848114013672
2020-11-17,119.38999938964844,467.95001220703125,3135.659912109375,27.379352569580078,144.5,275.0,1761.6600341796875,270.9924011230469,148.31936645507812,116.11000061035156,336.5,213.90000915527344,536.7314453125,141.8800048828125,192.3000030517578,441.6099853515625,350.8377685546875,210.7100067138672,60.75,148.82598876953125
2020-11-18,118.02999877929688,459.4700012207031,3105.4599609375,26.812883377075195,143.89999389648438,271.9700012207031,1740.6400146484375,268.36669921875,146.35302734375,115.25,335.94000244140625,211.0800018310547,536.9913940429688,139.6999969482422,190.1199951171875,486.6400146484375,343.27496337890625,207.8300018310547,60.31999969482422,148.54701232910156
2020-11-19,118.63999938964844,466.4100036621094,3117.02001953125,26.812883377075195,141.72000122070312,272.94000244140625,1758.5699462890625,269.4607238769531,146.12461853027344,115.55999755859375,333.8800048828125,212.4199981689453,537.4512329101562,139.52999877929688,190.89999389648438,499.2699890136719,335.7918701171875,207.57000732421875,60.209999084472656,151.5659637451172
2020-11-20,117.33999633789062,462.9200134277344,3099.39990234375,26.643936157226562,141.07000732421875,269.70001220703125,1736.3800048828125,268.3468017578125,145.35000610351562,114.56999969482422,323.0,210.38999938964844,523.3554077148438,139.3000030517578,192.6699981689453,489.6099853515625,333.5001525878906,203.8800048828125,60.040000915527344,149.6928253173828
2020-11-23,113.8499984741211,460.6099853515625,3098.389892578125,27.22034454345703,145.97999572753906,268.42999267578125,1727.56005859375,269.9281921386719,143.8699951171875,117.87000274658203,332.0400085449219,210.11000061035156,525.4447631835938,138.75999450683594,200.82000732421875,521.8499755859375,333.85882568359375,208.16000366210938,60.22999954223633,150.3802947998047
2020-11-24,115.16999816894531,462.70001220703125,3118.06005859375,28.800495147705078,151.49000549316406,276.9200134277344,1763.9000244140625,271.82781982421875,143.8699951171875,123.31999969482422,342.3900146484375,213.86000061035156,518.1569213867188,138.30999755859375,206.0,555.3800048828125,334.8054504394531,209.67999267578125,60.63999938964844,150.80874633789062
2020-11-25,116.02999877929688,470.0799865722656,3185.070068359375,28.850187301635742,149.08999633789062,275.5899963378906,1764.1300048828125,272.47430419921875,143.67999267578125,122.02999877929688,341.32000732421875,213.8699951171875,529.233642578125,138.67999267578125,214.4600067138672,574.0,331.99554443359375,210.88999938964844,60.40999984741211,151.27703857421875
2020-11-27,116.58999633789062,477.0299987792969,3195.340087890625,28.810434341430664,147.1300048828125,277.80999755859375,1787.02001953125,274.4932861328125,144.0,121.22000122070312,339.07000732421875,215.22999572753906,530.2933349609375,138.61000061035156,211.38999938964844,585.760009765625,336.728515625,211.0,60.58000183105469,151.04788208007812
2020-11-30,119.05000305175781,478.4700012207031,3168.0400390625,27.98557472229004,148.00999450683594,276.9700012207031,1754.4000244140625,275.9056091308594,144.67999267578125,117.87999725341797,336.510009765625,214.07000732421875,535.9016723632812,138.8699951171875,214.1199951171875,567.5999755859375,335.1342468261719,210.35000610351562,60.40999984741211,152.23353576660156
