uid,id,provincecode,birthday,age,gender,areaid,provincename,cityname,areaname,instalments_num,instalments_amount,shop_address,trans_date,taobaostartdate,taobaoenddate,taobaodealno,apptimes,deal,apply_request_sum,apply_reject_sum,loan_offer_sum,repay_fail_sum,max_default_days,default,province,nominalrates,default30,alipaybalance,yuebaobalance,huabeiamount,huabeibalance,creditlevelasbuyer,tencentscore,gaodescore,numbercontact,numbercontact20s,highcontact,highcontact20s,numbercontacttotal,default_firstmonth_0,default_firstmonth_30,default_firstmonth_60,delaydate_max,default_max_0,default_max_30,default_max_60
102357247,1200565398,62,19990902,20,FALSE,622621,null,null,null,12,400000,江苏省苏州市虎丘区江苏省苏州市高新区枫桥镇木桥街3号木桥公寓6幢三网通手机大卖场,2019/7/29,2019/7/10,2019/7/26,10,1,0,2,0,0,0,,,gansu,0.20456,,0,0,0,0,,62,0.323408,14,12,TRUE,TRUE,115,,,,,,,
45150835,1200343103,32,19970108,22,FALSE,320882,null,null,null,12,650000,真南路469号,2017/11/29,,,0,1,0,0,0,,,,,jiangsu,0.494184615,,0,0,0,0,,64.75,0.1920935,41,34,TRUE,TRUE,825,,,,,,,
81024230,1200453673,41,19951009,24,FALSE,412721,null,null,null,12,400000,上海市上海市浦东新区周浦镇康沈路1588号,2019/2/9,2018/8/12,2019/2/8,94,1,1,0,0,,,0,FALSE,henan,0.18056,FALSE,12.92,1.32,3800,1484.14,122,56,0.1920935,5,3,TRUE,TRUE,85,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
102820207,1200482027,42,19770320,42,TRUE,421302,湖北省,随州市,曾都区,12,240000,浙江省宁波市鄞州区中河街道贸城东路141号,2019/3/23,2018/9/28,2019/3/19,23,1,0,0,0,,,,,hubei,0.20455,,0,1.24,1100,970.2,110,60.2,0.10351,0,0,FALSE,FALSE,0,,,,,,,
107004798,1200526112,34,20000516,19,FALSE,341621,安徽省,亳州市,涡阳县,12,150000,江苏省苏州市虎丘区枫桥绿宝广场2期步行街2幢1018号华为,2019/6/3,2018/12/4,2019/6/3,28,1,1,0,0,,,0,FALSE,anhui,0.25256,FALSE,0,2224.73,300,234.32,3,79,0.32931,0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,-7,FALSE,FALSE,FALSE
91241602,1200391854,61,19900326,29,FALSE,610582,陕西省,渭南市,华阴市,12,498000,江苏省苏州市吴江市吴江市同里镇上元街迎燕西路8号,2018/9/4,2018/3/5,2018/9/4,38,1,0,0,0,,,,,shanxi,0.359373494,,1684.9,0.08,700,0,13,77.66666667,0.1920935,16,13,TRUE,TRUE,132,,,,,,,
107799074,1200533302,34,19810617,38,FALSE,342427,null,null,null,12,398000,安徽省合肥市蜀山区金寨南路与石门路交叉口,2019/6/15,2019/1/4,2019/5/29,32,1,1,0,0,0,0,0,FALSE,anhui,0.311346734,FALSE,0,34.94,16500,16500,224,29,0.039283,21,20,TRUE,TRUE,161,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
25083737,1200373546,37,19920510,27,FALSE,372926,null,null,null,12,650000,上海市上海市浦东新区张杨北路5498号,2018/6/15,2017/12/16,2018/6/11,126,2,1,0,0,,,350,TRUE,shandong,0.213772308,TRUE,5,0,5000,4151.67,16,58,0.1920935,38,33,TRUE,TRUE,462,FALSE,FALSE,FALSE,1000,TRUE,TRUE,TRUE
102523240,1200501375,36,20010405,18,FALSE,362330,null,null,null,12,439000,浙江省宁波市北仑区坝头路475号（大碶菜场）,2019/4/20,2018/10/27,2019/4/15,19,1,0,0,0,,,,,jiangxi,0.20456492,,0,4.34,0,0,0,65.28571429,0.637087,11,8,TRUE,TRUE,79,,,,,,,
107359438,1200529036,62,19830815,36,FALSE,620111,甘肃省,兰州市,红古区,12,200000,江苏省苏州市吴中区胥口镇胥市街57号移动旺达通讯,2019/6/8,2018/12/29,2019/5/28,20,1,1,1,0,1,1,0,FALSE,gansu,0.25256,FALSE,20,1.12,1200,1200,3,62,0.223019,11,9,TRUE,TRUE,68,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
76231973,1200382772,42,19960705,23,FALSE,421126,湖北省,黄冈市,蕲春县,12,398000,上海市上海市静安区东宝兴路1006号,2018/7/28,2018/1/29,2018/7/20,61,1,0,0,0,,,,,hubei,0.180552764,,0,0,3600,447.55,68,40,0.1920935,0,0,FALSE,FALSE,0,,,,,,,
110400382,1200567134,34,19981029,21,FALSE,342601,null,null,null,12,430000,安徽省合肥市肥西县桃花工业园廿埠社区商业街043号,2019/8/1,2019/5/20,2019/7/5,2,1,1,0,0,0,0,0,FALSE,anhui,0.204576744,FALSE,3.11,0.56,0,0,11,45,0.136973,1,1,FALSE,FALSE,50,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
111639144,1200581446,37,19881203,31,TRUE,370921,山东省,泰安市,宁阳县,12,290000,北京市北京市通州区马驹桥镇潼关三区底商,2019/8/28,,,0,1,1,1,1,7,0,0,FALSE,shandong,0.252551724,FALSE,6.1,0,0,0,,60.2,0.067746,24,17,TRUE,TRUE,1231,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
93175427,1200402014,41,20000607,19,FALSE,411328,河南省,南阳市,唐河县,12,650000,上海市上海市宝山区上海市宝山区古莲路358弄18号1－30,2018/10/9,2018/4/14,2018/9/21,70,1,0,0,0,,,,,henan,0.204578462,,0,1.18,500,0,8,60.2,0.1920935,8,7,TRUE,TRUE,46,,,,,,,
74552619,1200497092,34,19931122,26,FALSE,342425,null,null,null,12,398000,上海市上海市普陀区宜君路92号,2019/4/14,2018/10/16,2019/4/14,91,1,0,0,0,,,,,anhui,0.204552764,,0,1330.2,5500,649.25,566,32.33333333,0.095123,0,0,FALSE,FALSE,0,,,,,,,
46479182,1200546433,63,19940224,25,FALSE,632123,青海省,海东地区,乐都县,12,398000,江苏省苏州市相城区陆慕永金公寓1601,2019/7/3,,,0,1,0,2,1,0,0,,,qinghai,0.311346734,,0,0,0,0,0,60.2,0.215476,3,3,FALSE,TRUE,90,,,,,,,
109451441,1200555610,61,19980111,21,TRUE,610328,陕西省,宝鸡市,千阳县,12,600000,浙江省宁波市北仑区新碶街道高塘街5-6号,2019/7/14,2019/1/24,2019/7/12,239,1,1,0,0,0,0,0,FALSE,shanxi,0.35936,FALSE,0.26,0,1450,983.98,113,67,0.272871,0,0,FALSE,FALSE,26,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
106509638,1200521772,21,19890529,30,FALSE,210311,辽宁省,鞍山市,千山区,12,398000,江苏省南京市江宁区江宁镇宁桥北路107号,2019/5/26,,,0,1,1,0,0,,,0,FALSE,liaoning,0.252552764,FALSE,601.68,11.91,1000,1000,21,59,0.118303,0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
105124860,1200524644,32,19920116,27,FALSE,320324,江苏省,徐州市,睢宁县,12,650000,江苏省南京市雨花台区西善桥北路50号世纪通手机连锁,2019/5/31,2018/12/7,2019/5/31,121,1,0,0,0,,,,,jiangsu,0.204578462,,0,0,1200,5.68,4,84.33333333,0.230511,0,0,FALSE,FALSE,0,,,,,,,
102946310,1200483881,32,19731011,46,FALSE,320823,江苏省,淮安市,沭阳县,12,480000,江苏省苏州市工业园区胜浦中国移动主厅盛景华庭7幢,2019/3/26,,,0,1,0,0,0,,,,,jiangsu,0.204575,,0,0,0,0,,60.2,0.067622,0,0,FALSE,FALSE,0,,,,,,,
99418263,1200448721,32,19930605,26,TRUE,320721,江苏省,连云港市,赣榆县,12,400000,江苏省苏州市跨塘锦丰商业广场3幢3105,2019/1/19,2018/7/19,2019/1/19,2682,3,1,1,0,1,0,1,TRUE,jiangsu,0.18056,FALSE,88,13.57,13500,7032.7,320,58.28571429,0.1920935,0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE
76151402,1200427226,37,19920819,27,FALSE,372929,null,null,null,12,258000,浙江省宁波市鄞州区咸祥镇咸祥中路73号,2018/12/9,2018/12/2,2018/12/7,2,1,0,0,0,,,,,shandong,0.20455814,,0,0,0,0,0,72.5,0.1920935,1,1,FALSE,FALSE,11,,,,,,,
107494762,1200530234,33,20010516,18,FALSE,330781,浙江省,金华市,兰溪市,12,360000,浙江省宁波市海曙区解放南路171号,2019/6/10,2018/12/11,2019/6/2,40,1,0,0,0,0,0,,,zhejiang,0.204566667,,0,1.3,500,246.8,,60.2,0.105312,0,0,FALSE,FALSE,0,,,,,,,
5798494,1200358376,31,19891028,30,FALSE,310110,上海市,上海市,杨浦区,12,650000,上海市上海市杨浦区国济路36号,2018/2/14,,,0,1,0,0,0,,,,,shanghai,0.466972308,,0,0,0,0,,35,0.1920935,27,23,TRUE,TRUE,630,,,,,,,
107244790,1200528027,43,19851130,34,FALSE,430626,湖南省,岳阳市,平江县,12,390000,江苏省苏州市吴江市江南奥斯卡商业广场F1—1007号,2019/6/6,,,0,1,0,0,0,0,0,,,hunan,0.311353846,,0,0,200,200,0,60.2,0.19898,4,4,TRUE,TRUE,23,,,,,,,
38111374,1200364563,32,19690616,50,FALSE,320919,null,null,null,12,499000,上海市上海市青浦区白鹤镇外青松公路2800号,2018/4/8,2018/2/11,2018/2/26,8,1,0,0,0,,,,,jiangsu,0.358957916,,0,0,50,50,0,60.2,0.1920935,4,1,TRUE,FALSE,36,,,,,,,
37175215,1200478190,50,19960315,23,FALSE,500242,重庆市,重庆市,酉阳土家族苗族自治县,12,325000,江苏省苏州市昆山市玉山镇中山支路88号,2019/3/19,2018/9/27,2019/3/19,1263,1,0,0,0,,,,,chongqing,0.204578462,,0,0,400,11.38,37,77.75,0.187703,7,4,TRUE,TRUE,137,,,,,,,
92988775,1200468162,34,19931219,26,FALSE,342401,null,null,null,12,400000,江苏省无锡市江阴市华士镇新生路125号,2019/3/6,2018/9/19,2019/3/5,131,1,1,0,0,,,0,FALSE,anhui,0.18056,FALSE,0,26.98,1400,16.62,47,71.33333333,0.115764333,45,41,TRUE,TRUE,364,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
52340909,1200392057,42,19930909,26,FALSE,421127,湖北省,黄冈市,黄梅县,12,398000,上海市上海市杨浦区榆林路86号,2018/9/5,2018/3/26,2018/9/5,48,1,0,0,0,,,,,hubei,0.359346734,,2328.64,0,2500,12.72,33,41.33333333,0.1920935,8,7,TRUE,TRUE,473,,,,,,,
79332012,1200425568,15,19780320,41,FALSE,152822,null,null,null,12,398000,上海市上海市虹口区四川北路1851号306室,2018/12/5,,,0,1,0,0,0,,,,,neimeng,0.359346734,,0,0,0,0,,42.5,0.1920935,0,0,FALSE,FALSE,0,,,,,,,
102433727,1200475537,41,19940130,25,FALSE,412727,null,null,null,12,350000,上海市上海市宝山区罗升路328号,2019/3/15,,,0,1,1,0,0,,,0,FALSE,henan,0.20456,FALSE,0,0,0,0,,59,0.210992,6,0,TRUE,FALSE,43,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
112228756,1200590225,53,19920414,27,FALSE,532531,云南省,红河哈尼族彝族自治州,绿春县,12,595000,上海市上海市青浦区练塘镇练北路34号,2019/9/14,,,0,1,1,0,0,0,0,0,FALSE,yunnan,0.359368067,FALSE,0,0,0,0,,60.2,0.110263,0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,-5,FALSE,FALSE,FALSE
22320796,1200515425,32,19820518,37,FALSE,321183,江苏省,镇江市,句容市,12,378000,江苏省南京市秦淮区秦淮路11号欧尚超市,2019/5/15,2018/11/29,2019/5/15,210,1,0,10,4,11,10,,,jiangsu,0.204571429,,0,782.25,3000,55.9,28,48.57142857,0.1272925,0,0,FALSE,FALSE,0,,,,,,,
75605911,1200566213,36,19920220,27,FALSE,360421,江西省,九江市,九江县,12,398000,浙江省宁波市海曙区药行街31号灵桥广场5楼A19,2019/7/30,2019/1/31,2019/6/18,11,1,0,1,0,0,0,,,jiangxi,0.204552764,,0.95,12.09,0,0,6,60.2,0.308457,10,9,TRUE,TRUE,103,,,,,,,
97151299,1200430390,32,19900526,29,FALSE,320724,江苏省,连云港市,灌南县,12,225000,江苏省苏州市吴中区苏州工业园区胜浦金雅苑10幢101室,2018/12/16,2018/8/28,2018/11/24,5,1,1,0,0,,,0,FALSE,jiangsu,0.359306667,FALSE,0,0,50,50,0,60.375,0.1920935,18,13,TRUE,TRUE,86,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
102033616,1200477402,37,19991001,20,FALSE,372926,null,null,null,12,360000,上海市上海市杨浦区宁城路114号,2019/3/18,2018/11/5,2019/3/18,62,1,0,0,0,,,,,shandong,0.204566667,,0,2364.5,50,13.08,1,39,0.306136,0,0,FALSE,FALSE,0,,,,,,,
108879482,1200547049,32,19981014,21,FALSE,321322,江苏省,宿迁市,沭阳县,12,395000,江苏省南京市江宁区铺岗街259-2,2019/7/4,2019/2/5,2019/6/28,19,1,0,0,0,0,0,,,jiangsu,0.311341772,,0,184.88,1500,1467.5,,60.2,0.174476,0,0,FALSE,FALSE,19,,,,,,,
107921063,1200534440,52,19970521,22,FALSE,522722,贵州省,黔南布依族苗族自治州,荔波县,12,460000,浙江省宁波市慈溪市观海卫镇古师路180号,2019/6/17,2019/5/1,2019/5/1,1,1,0,0,0,0,0,,,guizhou,0.204565217,,0,0,0,0,,60.2,0.132895,0,0,FALSE,FALSE,5,,,,,,,
89487478,1200404620,62,20000707,19,FALSE,620421,甘肃省,白银市,靖远县,12,470000,江苏省无锡市长江北路11-29,2018/10/16,2018/5/18,2018/10/15,42,1,0,0,0,,,,,gansu,0.204570213,,0,0,70,0.02,1,75,0.1920935,8,8,TRUE,TRUE,59,,,,,,,
102270357,1200472735,41,19990323,20,FALSE,411424,河南省,商丘市,柘城县,12,498000,江苏省苏州市沧浪区姑苏区莫邪路607号,2019/3/12,2018/9/12,2019/3/12,122,1,1,0,0,,,4,TRUE,henan,0.204578313,FALSE,0,170.06,1100,210.79,90,58.85714286,0.201222,3,1,FALSE,FALSE,46,FALSE,FALSE,FALSE,4,TRUE,FALSE,FALSE
23598075,1200561873,61,19881109,31,FALSE,610526,陕西省,渭南市,蒲城县,12,298000,江苏省苏州市昆山市陆家镇合丰综合市场2号楼一层西南角,2019/7/23,2019/2/15,2019/7/23,16,1,0,0,0,0,0,,,shanxi,0.204550336,,0,1.1,450,0.55,0,60.2,0.156533,2,2,FALSE,FALSE,29,,,,,,,
108533859,1200541441,32,19941111,25,FALSE,320923,江苏省,盐城市,阜宁县,12,398000,江苏省苏州市相城区苏州市相城区元和街道相城大道89号香城花园二区商铺D区17号,2019/6/27,2018/12/28,2019/4/18,6,1,1,0,0,0,0,0,FALSE,jiangsu,0.359346734,FALSE,0.99,19.06,0,0,1,56,0.20228,0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,-5,FALSE,FALSE,FALSE
70555608,1200447817,32,20001202,19,FALSE,320602,江苏省,南通市,崇川区,12,348000,江苏省苏州市相城区元和街道齐门北大街603号华美家园32幢,2019/1/16,,2019/1/16,371,1,0,0,0,,,,,jiangsu,0.359344828,,0,0,400,165.93,22,58.5,0.1920935,8,8,TRUE,TRUE,151,,,,,,,
86684401,1200376264,42,19711101,48,FALSE,422403,null,null,null,12,400000,江苏省苏州市相城区渭塘镇翡翠路22号,2018/6/30,2018/2/15,2018/2/18,2,1,0,0,0,,,,,hubei,0.35897,,0,0,0,0,1,95,0.1920935,0,0,FALSE,FALSE,0,,,,,,,
34036077,1200391843,34,19920918,27,FALSE,340223,安徽省,芜湖市,南陵县,12,650000,上海市上海市嘉定区上海市嘉定区民主街279号,2018/9/4,2018/3/5,2018/9/2,31,1,0,0,0,,,,,anhui,0.359378462,,0,0,1000,178.76,4,60.2,0.1920935,6,5,TRUE,TRUE,30,,,,,,,
112367240,1200592557,32,19940702,25,FALSE,320124,江苏省,南京市,溧水县,12,398000,江苏省南京市江宁区双龙大道1118号金轮新都汇一栋602室,2019/9/18,,,0,1,0,0,0,0,0,,,jiangsu,0.204552764,,0,0,0,0,,60.2,0.045922,0,0,FALSE,FALSE,0,,,,,,,
108878365,1200547067,41,19930313,26,FALSE,411324,河南省,南阳市,镇平县,12,398000,广东省惠州市惠阳区淡水镇土湖南湖北路160号,2019/7/4,2019/1/8,2019/7/3,57,1,1,2,0,0,0,2,TRUE,henan,0.359346734,FALSE,0,0,4900,871.77,21,49.5,0.121936,4,2,TRUE,FALSE,62,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE
95942696,1200421678,50,19990501,20,FALSE,500243,重庆市,重庆市,彭水苗族土家族自治县,12,398000,上海市上海市杨浦区榆林路866号,2018/11/26,2018/5/30,2018/11/26,378,3,1,0,0,,,2,TRUE,chongqing,0.359346734,FALSE,0.3,0.57,2000,35.87,38,36,0.1920935,0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE
48305488,1200396739,37,19901005,29,TRUE,371522,山东省,聊城市,莘县,12,300000,江苏省苏州市昆山市开发区群叶公寓14号楼,2018/9/22,2018/4/6,2018/9/22,67,1,0,0,0,,,,,shandong,0.35936,,0,0.08,1500,4.74,209,70,0.1920935,9,9,TRUE,TRUE,81,,,,,,,
69046966,1200547806,41,19871116,32,FALSE,412723,null,null,null,12,250000,江苏省苏州市相城区黄埭镇春丰路285号,2019/7/5,,,0,1,0,0,0,0,0,,,henan,0.20456,,0,0,0,0,0,60.2,0.1920935,2,2,FALSE,FALSE,17,,,,,,,
90405548,1200387282,53,20000501,19,FALSE,530427,云南省,玉溪市,新平彝族傣族自治县,12,500000,上海市上海市浦东新区秀沿路3668号昌硕园区一期,2018/8/16,2018/4/9,2018/8/11,62,1,1,0,0,,,0,FALSE,yunnan,0.35936,FALSE,0.02,0,400,400,24,67.11111111,0.1920935,0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
24248329,1200509624,32,19860308,33,FALSE,321323,江苏省,宿迁市,泗阳县,12,378000,江苏省南京市秦淮区秦淮路11号欧尚超市,2019/5/6,2018/11/10,2019/4/30,389,1,1,0,0,,,0,FALSE,jiangsu,0.252571429,FALSE,2.09,0.05,3500,816.88,67,57,0.065999,0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,-4,FALSE,FALSE,FALSE
94167578,1200408011,21,19730128,46,FALSE,210782,辽宁省,锦州市,北镇市,12,170000,北京市北京市东城区西单北大街129号13幢,2018/10/26,,,0,1,1,0,0,,,0,FALSE,liaoning,0.359317647,FALSE,0,0,0,0,0,76.44444444,0.1920935,3,1,FALSE,FALSE,36,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
107206301,1200527658,34,19931016,26,FALSE,342625,null,null,null,12,396000,江苏省南京市江宁区殷巷清源雅居南楼20号,2019/6/6,2019/1/18,2019/6/6,23,1,0,0,0,0,0,,,anhui,0.204575758,,0,0,0,0,2,60.2,0.173883,5,5,TRUE,TRUE,903,,,,,,,
85379139,1200373467,62,19980120,21,FALSE,622822,null,null,null,12,500000,上海市上海市浦东新区华硕夜市内B-55号,2018/6/14,2017/12/14,2018/6/14,34,1,0,0,0,,,,,gansu,0.358976,,461,0,1100,40,7,60.2,0.1920935,1,1,FALSE,FALSE,38,,,,,,,
112236060,1200590313,34,19960202,23,TRUE,342423,null,null,null,12,380000,安徽省合肥市蜀山区金寨路南路204路大华国际港B座1007,2019/9/14,,,0,1,1,0,0,0,0,0,FALSE,anhui,0.204578947,FALSE,0,0,0,0,,60.2,0.064869,0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
70740365,1200585127,34,19940305,25,FALSE,342425,null,null,null,12,398000,安徽省合肥市庐阳区三孝口七桂塘荣事达电动车店,2019/9/4,2019/3/9,2019/9/4,44,1,1,0,0,0,0,31,TRUE,anhui,0.204552764,TRUE,0,100.97,17300,6326.74,108,60.2,0.06495,0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,1000,TRUE,TRUE,TRUE
91054934,1200390677,52,19940606,25,FALSE,522401,贵州省,毕节地区,毕节市,12,350000,江苏省苏州市吴中区木渎镇翠坊北街14广天手机连锁,2018/8/30,2018/3/26,2018/8/26,540,1,1,0,0,,,0,FALSE,guizhou,0.35936,FALSE,15.28,0,600,600,0,41.66666667,0.1920935,0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
46530318,1200557774,42,19980927,21,FALSE,420682,湖北省,襄阳市,老河口市,12,498000,北京市北京市昌平区科星西路106号院国风美唐5号楼1619,2019/7/17,2019/1/17,2019/6/23,37,1,0,4,2,0,0,,,hubei,0.204578313,,0,0,0,0,,52,0.14634,3,3,FALSE,TRUE,68,,,,,,,
109418492,1200554901,34,19970307,22,FALSE,341125,安徽省,滁州市,定远县,12,650000,安徽省合肥市庐阳区步行街淮海路240号,2019/7/14,2019/1/15,2019/7/13,51,1,1,1,0,0,0,5,TRUE,anhui,0.359378462,FALSE,0.66,0.99,500,0,59,62,0.195658,9,7,TRUE,TRUE,107,TRUE,FALSE,FALSE,5,TRUE,FALSE,FALSE
95841481,1200420344,52,20000725,19,FALSE,520121,贵州省,贵阳市,开阳县,12,290000,江苏省苏州市吴江市盛泽镇恒力集团北门150米中国联通,2018/11/23,2018/5/27,2018/11/23,303,3,1,0,0,,,6,TRUE,guizhou,0.288551724,FALSE,405.7,25.74,800,798.22,45,70.125,0.1920935,30,20,TRUE,TRUE,105,FALSE,FALSE,FALSE,1000,TRUE,TRUE,TRUE
36108202,1200467915,51,19940618,25,FALSE,513701,null,null,null,12,265000,江苏省无锡市江阴市华士镇新生路121号（金牌手机连锁）,2019/3/6,2018/9/10,2019/3/3,1203,3,1,0,0,,,16,TRUE,sichuan,0.204573585,FALSE,0,0.03,500,0.8,6,50.8,0.1920935,0,0,FALSE,FALSE,0,TRUE,FALSE,FALSE,1000,TRUE,TRUE,TRUE
95182113,1200415434,62,19990829,20,FALSE,622428,null,null,null,12,490000,江苏省苏州市吴江市松陵镇三里桥三兴路851号中国移动,2018/11/11,2018/6/6,2018/11/10,40,1,1,0,0,,,23,TRUE,gansu,0.292179592,FALSE,2.6,0,1400,830.68,4,70.875,0.1920935,2,2,FALSE,FALSE,23,FALSE,FALSE,FALSE,23,TRUE,FALSE,FALSE
108483543,1200540767,64,20010607,18,FALSE,640324,宁夏回族自治区,吴忠市,同心县,12,250000,浙江省宁波市保税区庐山西路158号1幢1-14号C区,2019/6/26,2019/6/1,2019/6/6,5,1,0,0,0,0,0,,,ningxia,0.20456,,0,0,0,0,,60.2,0.379912,2,1,FALSE,FALSE,25,,,,,,,
83173962,1200408045,34,19971003,22,TRUE,341126,安徽省,滁州市,凤阳县,12,650000,上海市上海市青浦区香花桥街道大盈路361号,2018/10/26,2018/4/28,2018/10/25,93,1,0,0,0,,,,,anhui,0.204578462,,0,0,3000,2.68,133,39,0.223238,7,7,TRUE,TRUE,166,,,,,,,
108116730,1200536435,34,19991130,20,FALSE,341622,安徽省,亳州市,蒙城县,12,418000,上海市上海市长宁区长宁区天山路街道中山西路668号,2019/6/20,2018/12/20,2019/6/14,134,1,1,0,0,0,0,0,FALSE,anhui,0.359358852,FALSE,0,301.68,1200,0,51,49,0.16699,8,6,TRUE,TRUE,96,FALSE,FALSE,FALSE,-1,FALSE,FALSE,FALSE
54532316,1200396913,42,19940928,25,FALSE,421126,湖北省,黄冈市,蕲春县,12,190000,上海市上海市浦东新区秀沿路2593号,2018/9/23,2018/3/23,2018/9/21,47,1,1,0,0,,,6,TRUE,hubei,0.359347368,FALSE,0,0.01,900,114.17,10,23.6,0.1920935,1,0,FALSE,FALSE,19,FALSE,FALSE,FALSE,6,TRUE,FALSE,FALSE
38345952,1200593757,41,19940629,25,FALSE,411522,河南省,信阳市,光山县,12,480000,江苏省苏州市吴中区吴中经济开发区越溪街道越城东路118号,2019/9/20,,,0,1,0,2,0,0,0,,,henan,0.204575,,0,0,0,0,,60.2,0.157321,0,0,FALSE,FALSE,0,,,,,,,
74939259,1200354148,51,19861005,33,TRUE,513721,null,null,null,12,300000,上海市上海市青浦区上海市青浦区北青公路9376号,2018/1/16,,,0,1,1,0,0,,,2,TRUE,sichuan,0.46536,FALSE,0,0,0,0,,43,0.1920935,0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE
101009262,1200509604,14,19831015,36,FALSE,142429,null,null,null,12,300000,浙江省宁波市鄞州区五乡镇蟠龙路西街1号,2019/5/6,2019/5/6,2019/5/6,2,1,0,0,0,,,,,shanxi1,0.20456,,0,0,0,0,0,69,0.1920935,21,18,TRUE,TRUE,136,,,,,,,
79688359,1200363142,34,19990810,20,FALSE,341225,安徽省,阜阳市,阜南县,12,480000,上海市上海市松江区松江区车墩镇华阳街32号,2018/3/28,2017/10/5,2018/3/28,65,1,1,0,0,,,0,FALSE,anhui,0.358975,FALSE,100.52,0,300,58.05,1,86.44444444,0.1920935,0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,-31,FALSE,FALSE,FALSE
92546348,1200417158,41,20001115,19,FALSE,411524,河南省,信阳市,商城县,12,500000,江苏省苏州市吴中区金山路777号红枫商业广场欧德福超市一楼,2018/11/16,2018/5/19,2018/11/16,1791,3,1,1,0,0,0,0,FALSE,henan,0.20456,FALSE,1735.47,200,1000,0,27,57.5,0.1920935,16,11,TRUE,TRUE,84,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
40851552,1200471605,51,19880328,31,FALSE,511522,四川省,宜宾市,南溪县,12,320000,江苏省无锡市宜兴市紫竹苑紫竹路37号,2019/3/11,2018/11/29,2019/1/25,20,1,0,0,0,,,,,sichuan,0.204575,,4,0,0,0,0,37,0.1920935,28,21,TRUE,TRUE,114,,,,,,,
104721234,1200504656,33,19930924,26,FALSE,331003,浙江省,台州市,黄岩区,12,398000,浙江省宁波市鄞州区中河街道飞虹新村永达西路56号,2019/4/26,2018/11/3,2019/4/26,39,1,1,0,0,,,1,TRUE,zhejiang,0.359346734,FALSE,0,0.58,10000,8.37,0,39,0.192112,8,7,TRUE,TRUE,104,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE
94512373,1200439324,52,19970401,22,FALSE,522626,贵州省,黔东南苗族侗族自治州,岑巩县,12,200000,上海市上海市宝山区共和新路4928号北楼,2018/12/28,2018/6/29,2018/12/27,107,1,0,0,0,,,,,guizhou,0.35936,,0,0.06,500,2.18,8,74.5,0.1920935,11,10,TRUE,TRUE,175,,,,,,,
111775840,1200583263,32,19910706,28,FALSE,320826,江苏省,淮安市,涟水县,6,300000,江苏省无锡市江阴市无锡市江阴市璜土小湖镇澄路3810-38,2019/9/1,2019/3/5,2019/9/1,31,1,1,1,0,0,0,93,TRUE,jiangsu,0.35984,TRUE,4.02,0,650,23.31,0,60.2,0.189589,0,0,FALSE,FALSE,0,TRUE,TRUE,TRUE,1000,TRUE,TRUE,TRUE
17655172,1200462215,34,19941108,25,FALSE,342523,null,null,null,12,385000,上海市上海市浦东新区栖山路1395号1层4号门面,2019/2/27,2018/8/27,2019/2/27,622,1,1,0,0,,,0,FALSE,anhui,0.204550649,FALSE,0,1.44,6000,12.34,650,25.72727273,0.1263335,1,1,FALSE,FALSE,143,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
102078759,1200469645,41,19981206,21,FALSE,411221,河南省,三门峡市,渑池县,12,398000,江苏省无锡市崇安区无锡市广益星苑124-4,2019/3/8,2018/10/25,2018/10/25,1,1,1,0,0,,,45,TRUE,henan,0.204552764,TRUE,0,0,0,0,0,73.6,0.1920935,6,5,TRUE,TRUE,55,TRUE,TRUE,FALSE,45,TRUE,TRUE,FALSE
